CAS number,Principal name,Primary descriptor,Descriptor 2,Descriptor 3,Priority Date,Grant Date,,Publication Number
3613-30-7,Methoxycitronellal,Floral,Sweet,Fresh,1971-02-01,1979-02-01,2922d,DE-2202021-A1
13351-61-6,"2,2-Dimethyl-3-phenylpropanol",Floral,Rose,Fresh,1970-12-31,1976-01-06,1832d,DE-2165184-A1
3025-30-7,"Ethyl trans-2,cis-4-decadienoate",Fruity,Pear,Melon,1970-12-22,1975-12-23,1827d,CH-541530-A
24851-98-7,Methyl dihydrojasmonate,Floral,Fresh,Jasmin,1970-12-22,1975-12-23,1827d,DE-2163868-A1
38237-00-2,"2,6-Octadiene-1-thiol, 3,7-dimethyl-",Citrus,Grapefruit,Sulfurous,1970-12-22,1979-01-30,2961d,US-4137273-A
39067-80-6,Thiogeraniol,Fruity,Berry,Minty,1970-12-22,1979-01-30,2961d,US-4137273-A
7367-88-6,Ethyl trans-2-decenoate,Fruity,Green,Apple,1970-12-11,1981-01-29,3702d,CH-557423-A
65416-14-0,Maltyl isobutyrate,Gourmand,Berry,Sweet,1970-12-08,1978-10-12,2865d,CH-560017-A5
37172-02-4,2-(1-Methylpropyl)-1-vinylcyclohexyl acetate,Woody,Amber,Dry,1970-11-10,1981-12-03,4041d,DE-2155671-B2
14765-30-1,2-sec-Butylcyclohexanone,Herbal,Minty,Camphoraceous,1970-11-10,1981-12-03,4041d,DE-2155671-A1
37514-30-0,1-Methylcyclododecyl methyl ether,Woody,Dry,Amber,1970-11-03,1974-10-29,1456d,DE-2152016-A1
13257-44-8,2-Nonyn-1-al dimethylacetal,Green,Floral,Violet,1970-09-09,1973-09-18,1105d,DE-2144841-A1
36267-71-7,"5,7-Dihydro-2-methylthieno(3,4-d)pyrimidine",Food Like,Popcorn,Nutty,1970-08-21,1973-04-10,963d,DE-2141916-A1
14049-11-7,Linalool oxide pyranoid,Floral,Sweet,Honey,1970-08-12,1975-04-08,1700d,US-3876762-A
5413-60-5,Tricyclodecenyl acetate,Herbal,Green,Fruity,1970-08-12,1979-06-13,3227d,DE-2140308-A1
67845-46-9,(4-Methylphenoxy)acetaldehyde,Marine,Aldehydic,Seaweed,1970-07-31,1976-11-09,2293d,US-3991069-A
37161-74-3,Methyl beta-phenylglycidate,Fruity,Fresh,Strawberry,1970-06-24,1976-06-08,2176d,US-3962354-A
7786-58-5,Octyl isovalerate,Floral,Rose,Honey,1970-06-16,1973-02-20,980d,US-3717706-A
4364-06-1,Cinnamic aldehyde dimethyl acetal,Green,Spicy,Herbal,1970-06-04,1974-08-13,1531d,US-3829504-A
1632-73-1,Fenchyl alcohol,Herbal,Woody,Pine,1970-05-05,1976-07-13,2261d,US-3969401-A
32974-92-8,2-Acetyl-3-ethylpyrazine,Earthy,Nutty,Popcorn,1970-04-14,1973-01-16,1008d,DE-2117926-A1
97-89-2,Citronellyl isobutyrate,Fruity,Floral,Citrus,1970-04-10,1973-01-09,1005d,DE-2017208-A1
28645-51-4,Oxacycloheptadec-10-ene-2-one,Musk like,Sweet,Berry,1970-03-11,1972-08-01,874d,DE-2111753-A1
2351-90-8,Ethyl oct-2-enoate,Fruity,Green,Pineapple,1970-02-26,1981-01-29,3990d,DE-2108577-A1
32659-21-5,Ethyl geranate,Woody,Rose,Green,1970-02-02,1972-04-11,799d,DE-2103074-A1
39864-15-8,Nonanediyl diacetate,Floral,Jasmin,Earthy,1969-12-15,1974-04-02,1569d,DE-2060898-B2
33885-51-7,"6,6-Dimethylbicyclo[3.1.1]hept-2-ene-2-propionaldehyde",Marine,Fresh,Herbal,1969-11-04,1984-01-31,5201d,GB-1313889-A
33704-60-8,"Octahydro-1,1,2,3,3-pentamethyl-1H-indene",Musk like,Warm,Floral,1969-08-18,1974-08-29,1837d,DE-2036936-A1
22104-79-6,2-Nonen-1-ol,Fruity,Oily,Melon,1969-08-11,1971-01-19,526d,US-3556804-A
2371-13-3,"2-Octen-1-ol, 1-acetate",Earthy,Mushroom,Lavender,1969-08-01,1976-04-06,2440d,US-3949007-A
341017-24-1,"2-Hexen-1-ol, 3-methyl-, 1-acetate",Fruity,Apple,Pear,1969-08-01,1976-04-06,2440d,US-3949007-A
1838-88-6,2-Methylpent-2-en-1-yl acetate,Fruity,Pear,Melon,1969-08-01,1976-04-06,2440d,US-3949007-A
10094-40-3,Hex-2-enyl acetate (isomer unspecified),Green,Sweet,Fruity,1969-08-01,1976-04-06,2440d,US-3949007-A
26252-11-9,Dihydro-.beta.-terpinyl acetate,Herbal,Pine,Minty,1969-07-28,1973-10-11,1536d,DE-2036875-C3
24168-70-5,2-Methoxy-3-(1-methylpropyl)pyrazine,Green,Galbanum,Pea,1969-06-10,1980-08-28,4097d,DE-2028097-B2
99-72-9,2-(p-Tolyl)propionaldehyde,Green,Floral,Aldehydic,1969-04-30,1971-09-28,881d,US-3609193-A
65405-70-1,trans-4-Decen-1-al,Aldehydic,Citrus,Muguet,1969-04-26,1975-11-18,2397d,DE-2018898-B2
51100-54-0,1-Decen-3-ol,Food Like,Earthy,Fungal,1969-04-26,,,CH-527897-A
7541-49-3,"2-Hexadecen-1-ol, 3,7,11,15-tetramethyl-",Floral,Green,Jasmin,1969-04-24,1977-03-22,2889d,US-4013731-A
2094-69-1,"Benzyl 2,2-dimethylpropanoate",Floral,Herbal,Chamomile,1969-04-01,1976-11-02,2772d,DE-2015573-A1
8006-39-1,Terpinol,Herbal,Floral,Pine,1969-03-11,1976-05-18,2625d,US-3957497-A
1211-29-6,Methyl jasmonate,Floral,Fresh,Magnolia,1969-03-10,1974-09-12,2012d,CH-514541-A
76649-16-6,Ethyl trans-4-decenoate,Green,Pear,Oily,1969-03-03,,,DE-2009928-A1
2463-77-6,2-Undecenal,Citrus,Green,Fruity,1969-02-27,1989-09-19,7509d,DE-2008254-A1
53448-07-0,trans-2-Undecenal,Fruity,Citrus,Waxy,1969-02-27,1989-09-19,7509d,DE-2008254-A1
1337-83-3,Undecenal,Aldehydic,Citrus,Floral,1969-02-27,1989-09-19,7509d,DE-2008254-A1
21835-01-8,3-Ethyl-2-hydroxy-2-cyclopenten-1-one,Gourmand,Coffee,Caramel,1969-02-10,1981-10-01,4616d,DE-2005160-B2
2435-16-7,2-Heptyltetrahydrofuran,Green,Rose,Floral,1969-02-04,1977-11-08,3199d,DE-2006388-B2
7143-69-3,Linalyl phenylacetate,Floral,Rose,Muguet,1969-01-13,1973-09-18,1709d,DE-2001243-A1
950-33-4,"1,1-Dimethoxycyclododecane",Woody,Cedarwood,Patchouli,1968-12-11,1971-11-30,1084d,DE-1961984-A1
140-26-1,Phenethyl isovalerate,Fruity,Berry,Sweet,1968-11-13,1971-01-26,804d,DE-1769736-B2
698-10-2,5-Ethyl-3-hydroxy-4-methyl-2(5H)-furanone,Gourmand,Popcorn,Butterscotch,1968-10-31,1972-08-01,1370d,DE-1955390-A1
10032-15-2,Hexyl 2-methylbutyrate,Fruity,Green,Pear,1968-10-30,1976-11-02,2925d,US-3989646-A
10032-13-0,Hexyl isovalerate,Fruity,Sweet,Green,1968-10-30,1976-11-02,2925d,US-3989646-A
51519-65-4,"4,4a,6,7,8,8a-Hexahydro-1,4-methanonaphthalen-5(1H)-one",Herbal,Lavender,Pine,1968-10-03,1977-06-21,3183d,US-4031237-A
1139-30-6,Caryophyllene oxide,Woody,Carrot,Dry,1968-09-18,1971-11-16,1154d,US-3620982-A
33662-58-7,"Methyl 2,4-dihydroxy-m-toluate",Marine,Mossy,Aldehydic,1968-08-30,1975-03-27,2400d,DE-1941041-A1
4707-47-5,Methyl atrarate,Woody,Mossy,Earthy,1968-08-30,1975-03-27,2400d,DE-1941041-A1
22629-48-7,2-Undecenenitrile,Green,Citrus,Floral,1968-08-27,1977-03-08,3115d,US-4011239-A
5921-82-4,2-Heptyl acetate,Fruity,Fenugreek,Green,1968-08-06,1977-07-26,3276d,US-4038322-A
23911-56-0,1-(3-Methyl-2-benzofuranyl)ethanone,Floral,Neroli,Powdery,1968-07-18,1973-12-04,1965d,CH-532030-A
5986-55-0,Patchouli alcohol,Woody,Patchouli,Earthy,1968-06-10,1972-07-25,1506d,US-3679750-A
14898-79-4,(R)-Butan-2-ol,Fruity,Sweet,Fermented,1968-05-15,1979-09-15,4140d,DE-1924085-A1
40654-82-8,2-Methyl-4-phenylbutyraldehyde,Floral,Earthy,Musty,1968-05-08,1974-08-27,2302d,US-3832391-A
18436-37-8,3-Hexyldihydrofuran-2(3H)-one,Fruity,Floral,Coconut,1968-03-20,1979-11-20,4262d,US-4175089-A
13481-09-9,Tetrahydro-2-(p-tolyloxy)-2H-pyrane,Floral,Hyacinth,Green,1968-02-23,1972-03-28,1495d,CH-525228-A
4359-47-1,"2-(3-Heptyl)-1,3-dioxolane",Green,Fruity,Floral,1968-01-02,1971-07-20,1295d,US-3594138-A
4643-27-0,2-Octen-4-one,Fruity,Sweet,Tropical-Fruit,1967-11-28,1975-11-18,2912d,GB-1204754-A
78-69-3,Tetrahydrolinalool,Herbal,Floral,Lavender,1967-11-28,1975-11-18,2912d,US-3920751-A
24238-95-7,"1,7,7-Trimethylbicyclo[4.4.0]dec-3-yl  acetate",Woody,Amber,Powdery,1967-11-25,1975-12-23,2950d,US-3928246-A
67859-96-5,"3,3,5-Trimethylcyclohexyl acetate",Green,Floral,Herbal,1967-11-23,1978-11-28,4023d,DE-1807248-A1
4884-24-6,2-Cyclopentylcyclopentanone,Floral,Animal Like,Indolic,1967-11-22,1970-11-24,1098d,US-3542878-A
6938-45-0,Benzyl hexanoate,Floral,Jasmin,Apricot,1967-11-22,1975-04-08,2694d,DE-1810728-A1
1891-67-4,"2,6-Octadienal, 3,6,7-trimethyl-",Citrus,Lemon,Herbal,1967-11-09,1975-12-23,2966d,US-3928456-A
24720-09-0,"(E)-1-(2,6,6-Trimethyl-2-cyclohexen-1-yl)-2-buten-1-one",Floral,Rose,Apple,1967-11-09,1976-01-06,2980d,DE-2022216-B2
23726-92-3,"(Z)-beta-1-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-2-buten-1-one",Fruity,Floral,Blackcurrant,1967-11-09,1976-01-06,2980d,US-3931326-A
35087-49-1,"1-(2,2-Dimethyl-6-methylenecyclohexyl)but-2-en-1-one",Fruity,Floral,Tobacco,1967-11-09,1976-01-06,2980d,US-3931326-A
43052-87-5,"alpha-1-(2,6,6-Trimethyl-2-cyclohexen-1-yl)-2-buten-1-one",Floral,Sweet,Berry,1967-11-09,1976-01-06,2980d,DE-2022216-B2
35044-68-9,"beta-1-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-2-buten-1-one",Floral,Rose,Plum,1967-11-09,1976-01-06,2980d,US-3931326-A
23726-94-5,"cis-1-(2,6,6-Trimethyl-2-cyclohexen-1-yl)-2-Buten-1-one",Floral,Rose,Plum,1967-11-09,1976-01-06,2980d,US-3931326-A
4610-11-1,(+)-cis-Rose oxide,Green,Floral,Rose,1967-11-09,1978-11-07,4016d,DE-2022216-B2
23726-91-2,"(2E)-1-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-2-buten-1-one",Floral,Rose,Plum,1967-11-09,1982-05-13,5299d,CH-505773-A
134-28-1,Guaiyl acetate,Woody,Nutty,Smoky,1967-11-09,1982-05-13,5299d,CH-509399-A
475-20-7,Longifolene,Woody,Fresh,Pine,1967-10-30,,,DE-1804711-A1
13494-06-9,"3,4-Dimethyl-1,2-cyclopentadione",Gourmand,Caramel,Licorice,1967-10-16,1970-04-14,911d,US-3506446-A
4674-50-4,Nootkatone,Citrus,Grapefruit,Woody,1967-10-11,,,CH-546722-A
502-61-4,alpha-Farnesene,Floral,Woody,Green,1967-09-15,1972-10-17,1859d,US-3699169-A
2432-51-1,Methyl thiobutyrate,Fruity,Tropical-Fruit,Green,1967-09-11,1975-04-22,2780d,DE-1792496-B2
23787-80-6,2-Acetyl-3-methylpyrazine,Food Like,Nutty,Roasted,1967-09-11,1975-06-17,2836d,DE-1792496-B2
25773-40-4,2-Methoxy-3(5 and 6)-isopropylpyrazine,Gourmand,Chocolate,Ethereal,1967-08-25,1969-12-09,837d,US-3483133-A
2721-22-4,delta-Tetradecalactone,Fruity,Creamy,Coconut,1967-07-28,1998-02-25,11170d,DE-1792140-A1
35154-45-1,cis-3-Hexenyl isovalerate,Green,Pear,Pear,1967-07-12,1970-09-01,1147d,US-3526518-A
13481-87-3,Methyl 3-nonenoate,Fruity,Watermelon,Pear,1967-06-26,1976-04-27,3228d,DE-1768732-A1
27538-09-6,2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone,Gourmand,Sweet,Maple,1967-06-16,1971-04-20,1404d,US-3576014-A
27538-10-9,2-Ethyl-4-hydroxy-5-methylfuran-3(2H)-one,Gourmand,Caramel,Butterscotch,1967-06-16,1971-04-20,1404d,US-3576014-A
17909-77-2,"2,6-Dimethyl-10-methylene-2,6,11-dodecatrienal",Citrus,Mandarin,Aldehydic,1967-05-26,1972-04-04,1775d,DE-1768552-A1
60066-88-8,beta-Sinensal,Citrus,Mandarin,Aldehydic,1967-05-26,,,DE-1768552-A1
5434-57-1,"Hexyl 2,2-dimethylpropanoate",Floral,Sweet,Green,1967-05-15,1972-03-14,1765d,US-3649546-A
7549-37-3,Citral dimethyl acetal,Citrus,Fresh,Green,1967-04-27,1974-03-19,2518d,DE-1768233-A1
638-25-5,Amyl octanoate,Fruity,Pineapple,Green,1967-04-14,1970-09-01,1236d,CH-502772-A
472-66-2,"2,6,6-Trimethyl-1-cyclohexen-1-acetaldehyde",Herbal,Camphoraceous,Woody,1967-04-10,1979-09-25,4551d,DE-1769138-A1
1708-35-6,"1,3-Dioxolane-4-methanol, 2-hexyl-",Earthy,Fungal,Sweet,1967-03-10,1971-10-26,1691d,US-3615597-A
111-80-8,Methyl 2-nonynoate,Floral,Violet,Cucumber,1967-03-02,1971-01-19,1419d,US-3557188-A
105-90-8,Geranyl propionate,Floral,Fruity,Tropical-Fruit,1967-02-14,,,DE-1692002-A1
7779-78-4,alpha-Isobutylphenethyl alcohol,Balsamic,Floral,warm,1967-01-17,1969-04-01,805d,US-3436354-A
16491-36-4,cis-3-Hexenyl butyrate,Green,Apple,Pear,1966-12-29,1969-12-23,1090d,US-3485868-A
23726-93-4,"(2E)-1-(2,6,6-Trimethyl-1,3-cyclohexadien-1-yl)-2-buten-1-one",Floral,Rose,Plum,1966-12-08,1982-05-13,5635d,DE-1668054-B2
23696-85-7,"1-(2,6,6-Trimethylcyclohexa-1,3-dienyl)-2-buten-1-one",Floral,Rose,Plum,1966-12-08,1982-05-13,5635d,DE-1668054-B2
37172-53-5,Methyl hexyl oxo cyclopentanone carboxylate,Floral,Jasmin,Green,1966-12-08,,,DE-1668054-B2
2186-92-7,"Benzene,  1-(dimethoxymethyl)-4-methoxy-",Floral,Hawthorn,Jasmin,1966-10-26,1970-07-21,1364d,US-3520873-A
25225-09-6,"1-(3,3-Dimethylcyclohexyl)ethanol",Floral,Minty,Fresh,1966-08-22,1969-12-30,1226d,CH-487831-A
25279-09-8,"2,6-Dimethyloct-7-en-2-yl formate",Citrus,Floral,Fruity,1966-08-22,1969-12-30,1226d,DE-1668265-A1
141-16-2,Citronellyl butyrate,Floral,Rose,Citrus,1966-07-14,1969-07-15,1097d,CH-496643-A
141-14-0,Citronellyl propionate,Floral,Rose,Fruity,1966-07-14,1969-07-15,1097d,CH-496643-A
6876-12-6,trans-1-Methyl-4-(1-methylvinyl)cyclohexene,Citrus,Balsamic,Dry,1966-07-07,1968-10-22,838d,US-3407241-A
13786-79-3,"1,5,9-Trimethylcyclododeca-1,5,9-triene epoxide",Woody,Amber,Cedarwood,1966-05-20,1975-07-22,3350d,US-3896180-A
7785-33-3,Geranyl tiglate,Floral,Geranium,Green,1966-05-13,1970-02-03,1362d,US-3493650-A
41270-80-8,Methyl 2-(formylamino)benzoate,Floral,Neroli,Jasmin,1966-04-20,1970-04-28,1469d,DE-1277851-B
10276-85-4,Benzyl octanoate,Herbal,Fruity,Peach,1966-04-11,1972-03-14,2164d,DE-1643159-A1
2403-58-9,4-Methoxybenzaldehyde diethyl acetal,Floral,Hawthorn,Powdery,1966-03-23,1969-05-27,1161d,US-3446801-A
22418-66-2,"3,7-Dimethyl-2-methylenocta-6-enal",Citrus,Fresh,Floral,1966-01-25,1969-08-26,1309d,CH-509956-A
7492-70-8,Butyl butyryllactate,Gourmand,Fruity,Milky,1965-11-17,1969-03-25,1224d,US-3434915-A
472-97-9,.beta.-Caryophyllene alcohol,Woody,Spicy,Earthy,1965-10-14,1971-05-11,2035d,DE-1593442-A1
36306-87-3,"3,3,5,5-Tetramethyl-4-ethoxyvinylcyclohexanone",Woody,Amber,Tobacco,1965-10-14,1971-05-11,2035d,DE-1593442-A1
10250-45-0,"4-Heptanol, 2,6-dimethyl-,acetate",Herbal,Galbanum,Bell Pepper,1965-10-14,1971-05-11,2035d,US-3578715-A
36306-86-2,"1-Ethoxy-4-(1-ethoxyvinyl)-3,3,5,5-tetramethylcyclohexene",Woody,Pine,Amber,1965-10-14,1976-04-06,3827d,US-3948815-A
5462-06-6,4-Methoxy-alpha-methylbenzenepropanal,Anisic,Sweet,Herbal,1965-08-13,1972-12-12,2678d,US-3705919-A
22810-10-2,"3,7-Dimethyloctyl ethyl ether",Floral,Rose,Citrus,1965-08-11,2001-09-12,13181d,DE-1668653-A1
515-69-5,.alpha.-Bisabolol,Floral,Woody,Balsamic,1965-07-13,,,DE-1518713-B1
33704-61-9,"6,7-Dihydro-1,1,2,3,3-pentamethyl-4(5H)-indanone",Amber,Woody,Aromatic,1965-06-07,1974-05-30,3279d,DE-1593035-A1
13477-62-8,Tetrahydro-2-isobutyl-4-methyl-2H-pyrane,Green,Rose,Geranium,1965-05-10,1968-07-23,1170d,GB-1116713-A
7492-44-6,alpha-Butylcinnamaldehyde,Floral,Fruity,Green,1965-05-04,1966-10-18,532d,US-3280192-A
3777-69-3,2-Pentylfuran,Fruity,Green,Cocoa,1965-04-30,1976-01-06,3903d,US-3931246-A
10031-90-0,Ethyl 3(2-furyl)propanoate,Fruity,Sweet,Balsamic,1965-04-30,1976-01-06,3903d,US-3931246-A
13360-64-0,2-Ethyl-5-methylpyrazine,Food Like,Coffee,Roasted,1965-04-30,1980-07-24,5564d,DE-1695505-A1
27043-05-6,2-Ethyl-dimethylpyrazine (isomer unspecified),Gourmand,Toasted,Nutty,1965-04-30,1980-07-24,5564d,DE-1695505-A1
13925-06-9,2-Isobutyl-3-methylpyrazine,Gourmand,Caramel,Herbal,1965-04-30,1980-07-24,5564d,DE-1695505-A1
13360-65-1,"3-Ethyl-2,5-dimethylpyrazine",Food Like,Nutty,Green,1965-04-30,1980-07-24,5564d,DE-1695505-A1
13678-68-7,Furfuryl thioacetate,Food Like,Sulfurous,Roasted,1965-04-30,1980-07-24,5564d,DE-1695505-A1
59020-90-5,2-Furanmethanethiol formate,Sulfurous,Nutty,Coffee,1965-04-30,1982-07-01,6271d,CH-529516-A
13678-59-6,2-Methyl-5-(methylthio)furan,Food Like,Roasted,Coffee,1965-04-30,1982-07-01,6271d,CH-529516-A
15706-73-7,n-Butyl 2-methylbutyrate,Fruity,Green,Cocoa,1965-04-27,1971-11-23,2401d,DE-1301528-B
20834-59-7,".alpha.,.alpha.,4-Trimethylphenethyl alcohol",Floral,Green,Muguet,1965-03-24,1969-07-22,1581d,US-3457265-A
1438-91-1,Furfuryl methyl sulfide,Sulfurous,Onion,Vegetable,1965-02-24,1969-07-15,1602d,US-3455956-A
1604-28-0,"6-Methyl-3,5-heptadien-2-one",Spicy,Cinnamon,Fruity,1965-01-14,,,DE-1287080-B
3583-00-4,"4-Isopropyl-5,5-dimethyl-1,3-dioxane",Herbal,Green,Camphoraceous,1965-01-08,1968-11-05,1397d,US-3409657-A
4077-47-8,"2,5-Dimethyl-4-methoxy-3(2H)-furanone",Fruity,Vegetable,Sweet,1964-12-31,1973-09-27,3192d,DE-1517023-A1
60047-17-8,2-(Tetrahydro-5-methyl-5-vinyl-2-furyl)propan-2-ol,Herbal,Musty,Camphoraceous,1964-12-17,1968-10-22,1405d,GB-1108268-A
59052-82-3,Cyclododecyl formate,Woody,Fresh,Clean,1964-11-26,1972-09-05,2840d,DE-1518254-B1
13254-34-7,"2,6-Dimethyl-2-heptanol",Floral,Fresh,Lavender,1964-10-23,1981-09-29,6185d,DE-1245898-B
3338-55-4,cis-beta-Ocimene,Floral,Herbal,Sweet,1964-09-23,1967-09-26,1098d,DE-1543083-B1
72214-23-4,Ocimenyl acetate,Herbal,Fresh,Citrus,1964-09-23,1967-09-26,1098d,GB-1102609-A
13837-56-4,"(.+-.)-Tetrahydro-2,6,6-trimethyl-2-vinyl-2H-pyrane",Citrus,Fresh,Camphoraceous,1964-09-23,1984-08-21,7272d,GB-1046170-A
7392-19-0,"2,2,6-Trimethyl-6-vinyltetrahydropyran",Citrus,Lime,Woody,1964-09-23,1984-08-21,7272d,GB-1046170-A
3100-36-5,Cyclohexadec-8-en-1-one mixture of cis and trans isomer,Musk like,Fresh,Floral,1964-09-15,1967-10-17,1127d,US-3347943-A
101-49-5,Phenylacetaldehyde ethylene glycol acetal,Green,Floral,Hyacinth,1964-08-20,1976-05-04,4275d,GB-1123907-A
4359-57-3,"2-Heptyl-1,3-dioxolane",Citrus,Orange,Aldehydic,1964-08-20,1978-05-09,5010d,DE-1793081-A1
51755-83-0,3-Mercaptohexanol,Fruity,Tropical-Fruit,Citrus,1964-08-17,1970-06-23,2136d,DE-1300118-B
3209-13-0,3-Methoxy-5-cresol,Woody,Mossy,Hay,1964-08-01,1976-03-23,4252d,DE-1239568-B
17488-65-2,4-Phenyl-3-buten-2-ol,Balsamic,Floral,Fruity,1964-07-11,1971-01-19,2383d,US-3557148-A
3288-99-1,(4-tert-Butylphenyl)acetonitrile,Marine,Floral,Ozonic,1964-06-05,1969-11-18,1992d,DE-1280254-B
25415-62-7,Pentyl isovalerate,Fruity,Apple,Pear,1964-05-28,1975-01-21,3890d,DE-1264063-B
6379-73-3,4-Isopropyl-2-methoxy-1-methylbenzene,Herbal,Spicy,Green,1964-05-25,1969-06-10,1842d,US-3449266-A
77-42-9,cis-beta Santalol,Woody,Sandalwood,Oily,1964-05-19,1967-02-28,1015d,US-3306303-A
4179-19-5,"3,5-Dimethoxytoluene",Earthy,Nutty,Sweet,1964-03-12,1967-09-12,1279d,US-3341494-A
32737-14-7,"2-Methyl-3,5 or 6-ethoxypyrazine",Gourmand,Sweet,Nutty,1964-02-21,1971-11-23,2832d,US-3622346-A
60763-41-9,alpha-Amyl cinnamic aldehyde diethyl acetal,Floral,Fruity,Citrus,1964-02-17,2007-01-10,15668d,DE-1196310-B
1569-60-4,2-Methyl-2-hepten-6-ol,Green,Floral,Citrus,1963-12-19,1968-05-07,1601d,GB-1041779-A
2277-20-5,"6-Nonenal, (6E)-",Aldehydic,Cucumber,Woody,1963-11-28,1974-12-03,4023d,DE-1618737-A1
24295-03-2,2-Acetylthiazole,Food Like,Popcorn,Roasted,1963-11-05,1967-01-31,1183d,US-3301832-A
123-69-3,16-Hydroxy-7-hexadecenoic acid lactone,Musk like,Powdery,Animal Like,1963-11-05,1997-05-15,12245d,CH-486407-A
2986-54-1,Methoxycyclododecane,Woody,Cedarwood,Patchouli,1963-10-08,1966-10-25,1113d,DE-1196810-B
505-32-8,Isophytol,Floral,Jasmin,Fresh,1963-10-02,1966-11-15,1140d,US-3285950-A
90-87-9,2-Phenylpropionaldehyde dimethyl acetal,Floral,Green,Watery,1963-09-23,1966-06-21,1002d,US-3257298-A
4940-11-8,Ethyl maltol,Gourmand,Sweet,Caramel,1963-09-19,1968-04-02,1657d,DE-1518098-A1
69300-15-8,2-Methyldecanenitrile,Fruity,Peach,Jasmin,1963-07-17,1967-11-14,1581d,US-3352900-A
39386-78-2,Tamarind seed gum,Aromatic,Fruity,Citrus,1963-04-05,1968-12-17,2083d,US-3417029-A
1129-62-0,"2-Butanone, phenylhydrazone",Animal like,Dry,Balsamic,1963-04-01,1966-08-30,1247d,US-3269962-A
5870-93-9,Heptyl butyrate,Fruity,Apple,Pear,1963-04-01,1966-12-20,1359d,US-3293383-A
65505-24-0,Isobutyl N-methylanthranilate,Fruity,Grapefruit,Floral,1963-03-29,1968-12-03,2076d,US-3414412-A
18127-01-0,p-tert-Butyldihydrocinnamaldehyde,Floral,Muguet,Aldehydic,1963-03-15,1970-12-15,2832d,DE-1214819-B
5421-17-0,Hexyl phenylacetate,Floral,Sweet,Green,1963-03-13,1964-07-07,482d,DE-1270568-B
63450-30-6,Methoxymethylpyrazine,Gourmand,Nutty,Coffee,1963-02-26,1967-06-27,1582d,US-3328402-A
2847-30-5,2-Methoxy-3-methylpyrazine,Green,Almond,Peanut,1963-02-26,1975-07-31,4538d,DE-1445753-A1
2882-20-4,"Pyrazine, 2-methyl-3-(methylthio)-",Food Like,Nutty,Almond,1963-02-26,1975-07-31,4538d,DE-1445753-A1
3658-93-3,"1,1-Diethoxyhexane",Fruity,Hyacinth,Pear,1962-12-19,1964-06-30,559d,US-3139427-A
2550-11-0,"4,7-Dimethyloct-6-en-3-one",Citrus,Grapefruit,Fresh,1962-11-29,1972-06-06,3477d,GB-1059839-A
1423-46-7,"2,4,6-Trimethylcyclohex-3-enecarbaldehyde",Green,Privet,Dry,1962-11-15,1972-01-25,3358d,CH-441374-A
1504-74-1,o-Methoxycinnamaldehyde,Spicy,Cinnamon,Woody,1962-11-05,1967-04-11,1618d,US-3313843-A
7028-48-0,Phenylacetaldehyde oxime,Green,Honey,Floral,1962-10-30,1966-03-15,1232d,US-3240802-A
4802-20-4,"Cyclohexaneethanethiol, 3-mercapto-b,4-dimethyl-",Sulfurous,Grapefruit,Green,1962-10-15,1975-01-02,4462d,DE-1444045-B2
18640-74-9,2-Isobutylthiazole,Green,Earthy,Metallic,1962-09-20,1966-10-25,1496d,AT-249674-B
21662-13-5,2-trans-6-cis-Dodecadienal,Citrus,Green,Fruity,1962-08-23,,,DE-1517129-B2
141-92-4,Hydroxycitronellal dimethyl acetal,Floral,Fresh,Lily,1962-08-22,1970-07-07,2876d,CH-421079-A
6728-31-0,4-Heptenal,Green,Fatty,Creamy,1962-07-24,1973-12-18,4165d,DE-1277836-B
1222-05-5,"1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta-gamma-2-benzopyran",Musk like,Floral,Woody,1962-07-23,1967-12-26,1982d,CH-446580-A
21964-44-3,1-Nonen-3-ol,Green,Cucumber,Violet,1962-06-12,1967-01-10,1673d,DE-1165794-B
7785-66-2,Butyl 2-methylcrotonate (E),Floral,Fruity,Herbal,1962-05-14,1969-12-23,2780d,US-3485784-A
13828-37-0,cis-4-(Isopropyl)cyclohexanemethanol,Floral,Muguet,Fresh,1962-04-25,1980-04-03,6553d,DE-1203256-B
1725-01-5,10-Oxahexadecanolide,Musk like,Animal Like,Floral,1962-03-23,1983-04-21,7699d,DE-1215289-B
3391-83-1,11-Oxahexadecanolide,Musk like,Powdery,Creamy,1962-03-23,,,CH-427148-A
2311-46-8,Isopropyl hexanoate,Fruity,Pineapple,Berry,1962-03-14,1970-09-01,3093d,DE-1162827-B
1728-46-7,2-tert-Butylcyclohexanone,Woody,Camphoraceous,Patchouli,1962-03-05,1964-01-07,673d,US-3117134-A
109-15-9,Octyl isobutyrate,Fruity,Earthy,Fatty,1962-02-05,1966-05-10,1555d,US-3250815-A
60308-76-1,"2-Octenoic acid, 4-ethyl-, (2E)-",Animal like,Leathery,Warm,1961-12-28,1966-02-01,1496d,DE-1170641-B
710-04-3,delta-Undecalactone,Fruity,Peach,Creamy,1961-12-14,1963-10-08,663d,US-3106511-A
